,c1qb,Case.ID,Sample.ID
0,574417.237903,TCGA-LL-A6FP,TCGA-LL-A6FP-01A
1,1344685.02774,TCGA-OL-A5D8,TCGA-OL-A5D8-01A
2,1100138.11359,TCGA-PE-A5DD,TCGA-PE-A5DD-01A
3,2086077.71801,TCGA-AN-A0AK,TCGA-AN-A0AK-01A
4,3374055.59881,TCGA-E2-A1LE,TCGA-E2-A1LE-01A
5,921207.208793,TCGA-E9-A1R2,TCGA-E9-A1R2-01A
6,2382300.96699,TCGA-E9-A1RH,TCGA-E9-A1RH-11A
7,3038610.8259900007,TCGA-BH-A209,TCGA-BH-A209-11A
8,1268908.39711,TCGA-AN-A04A,TCGA-AN-A04A-01A
9,4813079.97016,TCGA-D8-A1XL,TCGA-D8-A1XL-01A
10,800236.952642,TCGA-AN-A0FV,TCGA-AN-A0FV-01A
11,747789.29917,TCGA-EW-A1PC,TCGA-EW-A1PC-01B
12,967386.815891,TCGA-PL-A8LV,TCGA-PL-A8LV-01A
13,1758781.27641,TCGA-BH-A18U,TCGA-BH-A18U-01A
14,3613606.99696,TCGA-AC-A62V,TCGA-AC-A62V-01A
15,3274328.92181,TCGA-AR-A0TU,TCGA-AR-A0TU-01A
16,353457.343001,TCGA-A7-A13E,TCGA-A7-A13E-01B
17,690602.215959,TCGA-A7-A6VX,TCGA-A7-A6VX-01A
18,4927418.76291,TCGA-A2-A0YH,TCGA-A2-A0YH-01A
19,1012831.31813,TCGA-EW-A1PF,TCGA-EW-A1PF-01A
20,501828.39053999993,TCGA-BH-A0BM,TCGA-BH-A0BM-01A
21,3119604.53046,TCGA-AC-A62Y,TCGA-AC-A62Y-01A
22,2960168.81614,TCGA-A2-A0CL,TCGA-A2-A0CL-01A
23,1911937.73385,TCGA-D8-A1Y1,TCGA-D8-A1Y1-01A
24,849307.370596,TCGA-D8-A4Z1,TCGA-D8-A4Z1-01A
25,2332286.88655,TCGA-BH-A0AY,TCGA-BH-A0AY-01A
26,1414240.79781,TCGA-E2-A158,TCGA-E2-A158-11A
27,850813.465284,TCGA-AO-A0JM,TCGA-AO-A0JM-01A
28,1317686.0616,TCGA-AR-A255,TCGA-AR-A255-01A
29,448897.185935,TCGA-A7-A0DA,TCGA-A7-A0DA-01A
30,2401990.59655,TCGA-AR-A0TX,TCGA-AR-A0TX-01A
31,2790024.65136,TCGA-E9-A3Q9,TCGA-E9-A3Q9-01A
32,635064.016392,TCGA-BH-A0H7,TCGA-BH-A0H7-01A
33,1542799.13384,TCGA-LL-A6FQ,TCGA-LL-A6FQ-01A
34,2925331.22325,TCGA-A8-A08A,TCGA-A8-A08A-01A
35,1018357.98454,TCGA-BH-A18T,TCGA-BH-A18T-01A
36,588282.950771,TCGA-B6-A0RV,TCGA-B6-A0RV-01A
37,437458.153134,TCGA-B6-A0X5,TCGA-B6-A0X5-01A
38,1906664.38556,TCGA-A8-A09W,TCGA-A8-A09W-01A
39,1506308.32343,TCGA-D8-A1X5,TCGA-D8-A1X5-01A
40,2584496.8184700003,TCGA-A8-A07J,TCGA-A8-A07J-01A
41,1860414.35425,TCGA-AC-A2FB,TCGA-AC-A2FB-01A
42,2435031.9785700003,TCGA-EW-A1J1,TCGA-EW-A1J1-01A
43,1173363.83886,TCGA-A8-A07S,TCGA-A8-A07S-01A
44,871011.660292,TCGA-B6-A0IK,TCGA-B6-A0IK-01A
45,3341475.56587,TCGA-JL-A3YW,TCGA-JL-A3YW-01A
46,3831312.76388,TCGA-A8-A08H,TCGA-A8-A08H-01A
47,1298362.87968,TCGA-E9-A227,TCGA-E9-A227-01A
48,6899620.90783,TCGA-BH-A0C0,TCGA-BH-A0C0-01A
49,642616.382779,TCGA-BH-A203,TCGA-BH-A203-11A
50,669439.89191,TCGA-E2-A1LI,TCGA-E2-A1LI-01A
51,686805.9157939999,TCGA-OL-A5RX,TCGA-OL-A5RX-01A
52,1039060.49089,TCGA-BH-A0B5,TCGA-BH-A0B5-11A
53,2910075.97517,TCGA-A2-A0SW,TCGA-A2-A0SW-01A
54,603576.771323,TCGA-A2-A0EX,TCGA-A2-A0EX-01A
55,650868.309801,TCGA-C8-A3M8,TCGA-C8-A3M8-01A
56,570287.678245,TCGA-BH-A0H7,TCGA-BH-A0H7-11A
57,116961.55526,TCGA-E2-A574,TCGA-E2-A574-01A
58,698223.557591,TCGA-BH-A18K,TCGA-BH-A18K-11A
59,2232525.40449,TCGA-AR-A1AR,TCGA-AR-A1AR-01A
60,2302456.55231,TCGA-A7-A0D9,TCGA-A7-A0D9-11A
61,990746.180667,TCGA-E2-A1LK,TCGA-E2-A1LK-01A
62,614604.430583,TCGA-C8-A12M,TCGA-C8-A12M-01A
63,3822460.71949,TCGA-AR-A254,TCGA-AR-A254-01A
64,2283394.30713,TCGA-BH-A1F6,TCGA-BH-A1F6-11B
65,507753.57225,TCGA-A7-A26J,TCGA-A7-A26J-01B
66,1074349.34187,TCGA-E2-A1IN,TCGA-E2-A1IN-01A
67,1572307.34408,TCGA-AR-A24T,TCGA-AR-A24T-01A
68,922625.973146,TCGA-E9-A54Y,TCGA-E9-A54Y-01A
69,356144.3883670001,TCGA-B6-A0X0,TCGA-B6-A0X0-01A
70,705619.781297,TCGA-AR-A0TZ,TCGA-AR-A0TZ-01A
71,2597602.05535,TCGA-GM-A2DK,TCGA-GM-A2DK-01A
72,6812548.64864,TCGA-E2-A1II,TCGA-E2-A1II-01A
73,1118510.94415,TCGA-BH-A1FD,TCGA-BH-A1FD-01A
74,2511088.79735,TCGA-D8-A1X6,TCGA-D8-A1X6-01A
75,5747992.17136,TCGA-A8-A0A7,TCGA-A8-A0A7-01A
76,471966.88298900006,TCGA-3C-AAAU,TCGA-3C-AAAU-01A
77,1183933.67626,TCGA-OL-A5DA,TCGA-OL-A5DA-01A
78,249884.347489,TCGA-A1-A0SK,TCGA-A1-A0SK-01A
79,1279032.93489,TCGA-A7-A26G,TCGA-A7-A26G-01A
80,2833092.41618,TCGA-E9-A1NF,TCGA-E9-A1NF-01A
81,458896.86293,TCGA-AC-A3QQ,TCGA-AC-A3QQ-01B
82,956983.538395,TCGA-AR-A24Z,TCGA-AR-A24Z-01A
83,489366.973898,TCGA-AO-A12F,TCGA-AO-A12F-01A
84,4152874.0519800005,TCGA-OL-A5RY,TCGA-OL-A5RY-01A
85,1034505.65718,TCGA-C8-A1HE,TCGA-C8-A1HE-01A
86,1040118.00853,TCGA-A2-A1G0,TCGA-A2-A1G0-01A
87,1031930.09785,TCGA-D8-A1JF,TCGA-D8-A1JF-01A
88,1802537.00689,TCGA-GI-A2C9,TCGA-GI-A2C9-01A
89,276954.14799800003,TCGA-A2-A0YJ,TCGA-A2-A0YJ-01A
90,715959.563265,TCGA-BH-A1FU,TCGA-BH-A1FU-01A
91,4212101.21887,TCGA-C8-A275,TCGA-C8-A275-01A
92,2045248.40553,TCGA-BH-A18J,TCGA-BH-A18J-01A
93,2906432.63785,TCGA-GM-A2DI,TCGA-GM-A2DI-01A
94,935276.68644,TCGA-E2-A2P5,TCGA-E2-A2P5-01A
95,1675734.69061,TCGA-BH-A1FD,TCGA-BH-A1FD-11B
96,744126.633225,TCGA-BH-A1F2,TCGA-BH-A1F2-01A
97,994873.01772,TCGA-C8-A26Y,TCGA-C8-A26Y-01A
98,1427422.49999,TCGA-D8-A1XK,TCGA-D8-A1XK-01A
99,425077.702599,TCGA-E9-A5UP,TCGA-E9-A5UP-01A
100,1505859.52534,TCGA-BH-A0DL,TCGA-BH-A0DL-11A
101,1574865.41289,TCGA-AR-A5QN,TCGA-AR-A5QN-01A
102,755830.127179,TCGA-BH-A0BA,TCGA-BH-A0BA-01A
103,988044.497029,TCGA-BH-A18M,TCGA-BH-A18M-01A
104,339593.579256,TCGA-E2-A15T,TCGA-E2-A15T-01A
105,1205582.12761,TCGA-AO-A12H,TCGA-AO-A12H-01A
106,2381722.69717,TCGA-C8-A8HR,TCGA-C8-A8HR-01A
107,870692.5008370002,TCGA-EW-A1IX,TCGA-EW-A1IX-01A
108,1806357.65748,TCGA-E2-A15M,TCGA-E2-A15M-11A
109,956918.015728,TCGA-AR-A2LK,TCGA-AR-A2LK-01A
110,1650391.26968,TCGA-AR-A1AX,TCGA-AR-A1AX-01A
111,1003763.42722,TCGA-BH-A201,TCGA-BH-A201-01A
112,1109718.02748,TCGA-AO-A03L,TCGA-AO-A03L-01A
113,2041361.15542,TCGA-BH-A0DD,TCGA-BH-A0DD-11A
114,327478.941481,TCGA-A2-A0CY,TCGA-A2-A0CY-01A
115,2929191.85707,TCGA-D8-A27R,TCGA-D8-A27R-01A
116,1303872.57964,TCGA-D8-A27E,TCGA-D8-A27E-01A
117,1045765.19238,TCGA-A2-A1FW,TCGA-A2-A1FW-01A
118,1193045.1203299998,TCGA-BH-A18U,TCGA-BH-A18U-11A
119,1137330.80465,TCGA-D8-A1Y0,TCGA-D8-A1Y0-01A
120,1400885.15106,TCGA-AR-A0U2,TCGA-AR-A0U2-01A
121,1293917.86384,TCGA-A2-A3KD,TCGA-A2-A3KD-01A
122,554366.304231,TCGA-BH-A0H5,TCGA-BH-A0H5-11A
123,1939979.81513,TCGA-E2-A1IG,TCGA-E2-A1IG-11A
124,920922.008286,TCGA-BH-A0EA,TCGA-BH-A0EA-01A
125,724967.923723,TCGA-BH-A0E7,TCGA-BH-A0E7-01A
126,232769.799142,TCGA-B6-A1KF,TCGA-B6-A1KF-01A
127,356040.857762,TCGA-BH-A0E1,TCGA-BH-A0E1-01A
128,2036379.00819,TCGA-D8-A1JD,TCGA-D8-A1JD-01A
129,126257.055883,TCGA-B6-A0WV,TCGA-B6-A0WV-01A
130,258459.152685,TCGA-A8-A06Y,TCGA-A8-A06Y-01A
131,1484749.22413,TCGA-D8-A1X8,TCGA-D8-A1X8-01A
132,775193.107731,TCGA-LL-A6FR,TCGA-LL-A6FR-01A
133,1023578.55441,TCGA-AO-A0J8,TCGA-AO-A0J8-01A
134,2058616.84747,TCGA-BH-A18L,TCGA-BH-A18L-11A
135,1808683.5561,TCGA-A8-A07C,TCGA-A8-A07C-01A
136,2208516.0429700003,TCGA-LL-A50Y,TCGA-LL-A50Y-01A
137,807451.396557,TCGA-D8-A1X7,TCGA-D8-A1X7-01A
138,1326696.77783,TCGA-BH-A204,TCGA-BH-A204-11A
139,703649.725095,TCGA-AR-A24L,TCGA-AR-A24L-01A
140,2007589.53757,TCGA-AO-A129,TCGA-AO-A129-01A
141,1008586.03973,TCGA-D8-A1JT,TCGA-D8-A1JT-01A
142,1707643.3740299996,TCGA-E2-A573,TCGA-E2-A573-01A
143,3124064.71216,TCGA-A7-A13H,TCGA-A7-A13H-01A
144,2770046.34143,TCGA-A2-A0CM,TCGA-A2-A0CM-01A
145,1385213.10145,TCGA-OL-A66J,TCGA-OL-A66J-01A
146,751281.149562,TCGA-EW-A1P6,TCGA-EW-A1P6-01A
147,842574.851133,TCGA-BH-A1ES,TCGA-BH-A1ES-06A
148,7159343.0744,TCGA-LL-A5YO,TCGA-LL-A5YO-01A
149,1826925.26748,TCGA-A7-A6VV,TCGA-A7-A6VV-01A
150,612641.666961,TCGA-B6-A0I6,TCGA-B6-A0I6-01A
151,380808.541665,TCGA-A8-A085,TCGA-A8-A085-01A
152,4658726.22714,TCGA-A8-A09X,TCGA-A8-A09X-01A
153,1225369.75944,TCGA-D8-A147,TCGA-D8-A147-01A
154,610485.40627,TCGA-A8-A07R,TCGA-A8-A07R-01A
155,2333093.27846,TCGA-EW-A1P5,TCGA-EW-A1P5-01A
156,913134.87446,TCGA-AO-A12G,TCGA-AO-A12G-01A
157,1626222.93083,TCGA-BH-A0BC,TCGA-BH-A0BC-11A
158,7985937.424210002,TCGA-A8-A08I,TCGA-A8-A08I-01A
159,3391861.49865,TCGA-D8-A27M,TCGA-D8-A27M-01A
160,698553.303175,TCGA-BH-A0C3,TCGA-BH-A0C3-11A
161,1518628.82606,TCGA-A1-A0SI,TCGA-A1-A0SI-01A
162,2240908.48453,TCGA-BH-A18V,TCGA-BH-A18V-01A
163,936531.467342,TCGA-BH-A1F0,TCGA-BH-A1F0-11B
164,527805.678883,TCGA-BH-A0H6,TCGA-BH-A0H6-01A
165,1375673.94611,TCGA-GM-A2DL,TCGA-GM-A2DL-01A
166,3406907.47292,TCGA-B6-A0I2,TCGA-B6-A0I2-01A
167,1622262.57355,TCGA-BH-A18G,TCGA-BH-A18G-01A
168,1300440.64149,TCGA-A8-A097,TCGA-A8-A097-01A
169,1237772.2091,TCGA-D8-A1XG,TCGA-D8-A1XG-01A
170,1146535.73715,TCGA-AO-A0JG,TCGA-AO-A0JG-01A
171,237807.574645,TCGA-E2-A1LS,TCGA-E2-A1LS-11A
172,2257379.87514,TCGA-BH-A0DI,TCGA-BH-A0DI-01A
173,609247.990308,TCGA-A2-A0SU,TCGA-A2-A0SU-01A
174,562387.97112,TCGA-E9-A249,TCGA-E9-A249-01A
175,3174360.98985,TCGA-A7-A3IY,TCGA-A7-A3IY-01A
176,460663.51133,TCGA-AN-A0XR,TCGA-AN-A0XR-01A
177,702160.880512,TCGA-E2-A107,TCGA-E2-A107-01A
178,1206904.65691,TCGA-A7-A3RF,TCGA-A7-A3RF-01A
179,75956.0693693,TCGA-A7-A13D,TCGA-A7-A13D-01A
180,1046360.11187,TCGA-EW-A1PD,TCGA-EW-A1PD-01A
181,9024286.53102,TCGA-A7-A0DB,TCGA-A7-A0DB-11A
182,6108901.23497,TCGA-EW-A6SB,TCGA-EW-A6SB-01A
183,814679.45466,TCGA-B6-A0RP,TCGA-B6-A0RP-01A
184,330656.053642,TCGA-E2-A1LS,TCGA-E2-A1LS-01A
185,1500351.69526,TCGA-AR-A1AP,TCGA-AR-A1AP-01A
186,3427159.00014,TCGA-AC-A3BB,TCGA-AC-A3BB-01A
187,1131728.62272,TCGA-BH-A0C1,TCGA-BH-A0C1-01B
188,396671.511585,TCGA-E9-A1RE,TCGA-E9-A1RE-01A
189,979293.061779,TCGA-A7-A3IZ,TCGA-A7-A3IZ-01A
190,929638.992886,TCGA-E2-A1IF,TCGA-E2-A1IF-01A
191,922156.452773,TCGA-E9-A2JS,TCGA-E9-A2JS-01A
192,2541306.95514,TCGA-AO-A1KQ,TCGA-AO-A1KQ-01A
193,1331085.54726,TCGA-A2-A25A,TCGA-A2-A25A-01A
194,375792.356473,TCGA-E9-A1R5,TCGA-E9-A1R5-01A
195,669992.17484,TCGA-B6-A0IP,TCGA-B6-A0IP-01A
196,12876067.0414,TCGA-E9-A1ND,TCGA-E9-A1ND-11A
197,1583067.36375,TCGA-BH-A18J,TCGA-BH-A18J-11A
198,402695.834873,TCGA-E9-A1N3,TCGA-E9-A1N3-01A
199,142324.087271,TCGA-AO-A1KP,TCGA-AO-A1KP-01A
200,1454804.1039,TCGA-BH-A0C3,TCGA-BH-A0C3-01A
201,1546261.51263,TCGA-EW-A1P7,TCGA-EW-A1P7-01A
202,1422751.48256,TCGA-AC-A7VC,TCGA-AC-A7VC-01A
203,2601245.5758,TCGA-AN-A0FT,TCGA-AN-A0FT-01A
204,1833164.54961,TCGA-A8-A09G,TCGA-A8-A09G-01A
205,2398086.78709,TCGA-A2-A0CX,TCGA-A2-A0CX-01A
206,1196021.02393,TCGA-AC-A3YI,TCGA-AC-A3YI-01A
207,747607.911439,TCGA-BH-A1FU,TCGA-BH-A1FU-11A
208,891601.528865,TCGA-C8-A130,TCGA-C8-A130-01A
209,778487.589796,TCGA-A8-A07F,TCGA-A8-A07F-01A
210,267914.31456,TCGA-A7-A26E,TCGA-A7-A26E-01B
211,5138017.2904699985,TCGA-BH-A0DL,TCGA-BH-A0DL-01A
212,1518400.41085,TCGA-AN-A049,TCGA-AN-A049-01A
213,910416.904927,TCGA-A2-A0CT,TCGA-A2-A0CT-01A
214,1091271.978,TCGA-BH-A18S,TCGA-BH-A18S-01A
215,577325.778059,TCGA-A7-A13E,TCGA-A7-A13E-01A
216,1011644.93087,TCGA-Z7-A8R6,TCGA-Z7-A8R6-01A
217,3134781.87235,TCGA-E9-A248,TCGA-E9-A248-01A
218,479205.366776,TCGA-B6-A0RO,TCGA-B6-A0RO-01A
219,1561661.13149,TCGA-A2-A0T0,TCGA-A2-A0T0-01A
220,2380721.11213,TCGA-AR-A24U,TCGA-AR-A24U-01A
221,903324.223248,TCGA-BH-A18L,TCGA-BH-A18L-01A
222,1853716.5061,TCGA-BH-A6R8,TCGA-BH-A6R8-01A
223,1124974.34819,TCGA-B6-A0WW,TCGA-B6-A0WW-01A
224,1913678.50291,TCGA-BH-A0B4,TCGA-BH-A0B4-01A
225,346424.843371,TCGA-E2-A1IE,TCGA-E2-A1IE-01A
226,791459.738628,TCGA-BH-A1FG,TCGA-BH-A1FG-11B
227,1583380.11761,TCGA-AO-A0JC,TCGA-AO-A0JC-01A
228,8174722.45919,TCGA-BH-A6R9,TCGA-BH-A6R9-01A
229,3280627.85256,TCGA-S3-AA17,TCGA-S3-AA17-01A
230,1144278.10575,TCGA-BH-A0AU,TCGA-BH-A0AU-01A
231,2875037.93538,TCGA-E2-A14R,TCGA-E2-A14R-01A
232,726152.450536,TCGA-D8-A27H,TCGA-D8-A27H-01A
233,2171953.0372200003,TCGA-E2-A15A,TCGA-E2-A15A-01A
234,1459102.51354,TCGA-C8-A12T,TCGA-C8-A12T-01A
235,1564929.55213,TCGA-E2-A1IJ,TCGA-E2-A1IJ-01A
236,1229628.76378,TCGA-BH-A1FJ,TCGA-BH-A1FJ-11B
237,579975.6314399999,TCGA-EW-A1P3,TCGA-EW-A1P3-01A
238,2180860.3498,TCGA-A2-A1FZ,TCGA-A2-A1FZ-01A
239,280228.536265,TCGA-E2-A14W,TCGA-E2-A14W-01A
240,1081372.60027,TCGA-S3-A6ZF,TCGA-S3-A6ZF-01A
241,1119914.08878,TCGA-B6-A0WS,TCGA-B6-A0WS-01A
242,3151977.38256,TCGA-A8-A0A1,TCGA-A8-A0A1-01A
243,462218.351515,TCGA-A7-A13G,TCGA-A7-A13G-01B
244,3419792.79819,TCGA-OL-A5D7,TCGA-OL-A5D7-01A
245,2953473.22817,TCGA-A2-A0EQ,TCGA-A2-A0EQ-01A
246,677363.303948,TCGA-B6-A0RQ,TCGA-B6-A0RQ-01A
247,822179.38903,TCGA-E9-A1N4,TCGA-E9-A1N4-01A
248,367644.814825,TCGA-BH-A0DV,TCGA-BH-A0DV-11A
249,1560418.69421,TCGA-A2-A3KC,TCGA-A2-A3KC-01A
250,317525.138035,TCGA-B6-A0X7,TCGA-B6-A0X7-01A
251,541770.556159,TCGA-B6-A0I8,TCGA-B6-A0I8-01A
252,645280.909958,TCGA-AR-A0TY,TCGA-AR-A0TY-01A
253,663824.469803,TCGA-A8-A07O,TCGA-A8-A07O-01A
254,958330.960256,TCGA-C8-A27A,TCGA-C8-A27A-01A
255,3202842.00264,TCGA-D8-A1JL,TCGA-D8-A1JL-01A
256,756933.572361,TCGA-A7-A5ZX,TCGA-A7-A5ZX-01A
257,1301999.17415,TCGA-4H-AAAK,TCGA-4H-AAAK-01A
258,744129.877112,TCGA-AC-A2BM,TCGA-AC-A2BM-01A
259,927940.997781,TCGA-C8-A273,TCGA-C8-A273-01A
260,575310.117678,TCGA-AN-A0FZ,TCGA-AN-A0FZ-01A
261,642921.550511,TCGA-A7-A13E,TCGA-A7-A13E-01A
262,345560.796749,TCGA-E2-A155,TCGA-E2-A155-01A
263,814878.607317,TCGA-B6-A1KN,TCGA-B6-A1KN-01A
264,260074.441625,TCGA-B6-A0X4,TCGA-B6-A0X4-01A
265,2811710.1734,TCGA-A8-A09R,TCGA-A8-A09R-01A
266,2131360.20756,TCGA-BH-A1FR,TCGA-BH-A1FR-01A
267,1661287.27685,TCGA-E2-A1AZ,TCGA-E2-A1AZ-01A
268,7297284.65646,TCGA-E9-A22D,TCGA-E9-A22D-01A
269,591791.3932439999,TCGA-AC-A23H,TCGA-AC-A23H-01A
270,500955.9380720001,TCGA-D8-A1XV,TCGA-D8-A1XV-01A
271,2526170.2401400004,TCGA-C8-A133,TCGA-C8-A133-01A
272,528264.993373,TCGA-E2-A1IL,TCGA-E2-A1IL-01A
273,2712952.35854,TCGA-LL-A5YL,TCGA-LL-A5YL-01A
274,3273623.62809,TCGA-GM-A3XL,TCGA-GM-A3XL-01A
275,5310328.90991,TCGA-LL-A440,TCGA-LL-A440-01A
276,3791050.60131,TCGA-E9-A1R4,TCGA-E9-A1R4-01A
277,501452.336845,TCGA-E2-A14Y,TCGA-E2-A14Y-01A
278,1009242.94696,TCGA-C8-A1HK,TCGA-C8-A1HK-01A
279,713252.7064220002,TCGA-OL-A5RV,TCGA-OL-A5RV-01A
280,369706.628062,TCGA-C8-A12Z,TCGA-C8-A12Z-01A
281,3972150.65767,TCGA-LL-A5YM,TCGA-LL-A5YM-01A
282,2785801.44248,TCGA-D8-A73W,TCGA-D8-A73W-01A
283,4074803.67505,TCGA-D8-A1Y2,TCGA-D8-A1Y2-01A
284,483584.106234,TCGA-B6-A2IU,TCGA-B6-A2IU-01A
285,665340.242715,TCGA-GM-A3NY,TCGA-GM-A3NY-01A
286,1630647.33881,TCGA-A8-A082,TCGA-A8-A082-01A
287,324158.168224,TCGA-BH-A0HA,TCGA-BH-A0HA-11A
288,1862726.19433,TCGA-E2-A15A,TCGA-E2-A15A-06A
289,509484.091046,TCGA-EW-A1PG,TCGA-EW-A1PG-01A
290,1243502.67595,TCGA-AN-A0AS,TCGA-AN-A0AS-01A
291,657330.351103,TCGA-C8-A131,TCGA-C8-A131-01A
292,2008116.23115,TCGA-AO-A0JA,TCGA-AO-A0JA-01A
293,1238638.45684,TCGA-E9-A3HO,TCGA-E9-A3HO-01A
294,570479.923296,TCGA-5T-A9QA,TCGA-5T-A9QA-01A
295,1693196.00534,TCGA-E2-A14T,TCGA-E2-A14T-01A
296,968593.807515,TCGA-BH-A0DH,TCGA-BH-A0DH-01A
297,731090.040071,TCGA-GM-A3XG,TCGA-GM-A3XG-01A
298,608537.631871,TCGA-BH-A1ET,TCGA-BH-A1ET-01A
299,799951.999295,TCGA-AC-A6IX,TCGA-AC-A6IX-06A
300,2308439.82542,TCGA-A7-A5ZV,TCGA-A7-A5ZV-01A
301,2170040.06787,TCGA-A8-A07I,TCGA-A8-A07I-01A
302,3025740.71405,TCGA-A7-A0DB,TCGA-A7-A0DB-01A
303,1667420.8034700004,TCGA-BH-A0HP,TCGA-BH-A0HP-01A
304,1312489.76369,TCGA-AN-A0FK,TCGA-AN-A0FK-01A
305,1414032.59235,TCGA-BH-A0DS,TCGA-BH-A0DS-01A
306,2002862.63092,TCGA-A8-A08L,TCGA-A8-A08L-01A
307,1669168.31269,TCGA-A2-A0D0,TCGA-A2-A0D0-01A
