,c1qb,Case.ID,Sample.ID
308,525606.4914899999,TCGA-BH-A0AZ,TCGA-BH-A0AZ-11A
309,2506932.3381,TCGA-A8-A07W,TCGA-A8-A07W-01A
310,1572518.85216,TCGA-E2-A152,TCGA-E2-A152-01A
311,1498337.6832,TCGA-A8-A076,TCGA-A8-A076-01A
312,1991878.94158,TCGA-A8-A075,TCGA-A8-A075-01A
313,832249.543055,TCGA-A7-A0CH,TCGA-A7-A0CH-01A
314,562796.104531,TCGA-BH-A1EW,TCGA-BH-A1EW-11B
315,692636.409175,TCGA-A2-A259,TCGA-A2-A259-01A
316,600008.4602,TCGA-AC-A2FG,TCGA-AC-A2FG-01A
317,1507555.39854,TCGA-BH-A18H,TCGA-BH-A18H-01A
318,627065.086778,TCGA-BH-A0GZ,TCGA-BH-A0GZ-01A
319,237613.729181,TCGA-B6-A0IB,TCGA-B6-A0IB-01A
320,1361798.17039,TCGA-AO-A0JD,TCGA-AO-A0JD-01A
321,2366203.56063,TCGA-A2-A0CO,TCGA-A2-A0CO-01A
322,1305854.68049,TCGA-BH-A1EN,TCGA-BH-A1EN-01A
323,2438937.60751,TCGA-C8-A12U,TCGA-C8-A12U-01A
324,616642.659562,TCGA-AO-A0JL,TCGA-AO-A0JL-01A
325,945586.262295,TCGA-BH-A0HI,TCGA-BH-A0HI-01A
326,1148456.17019,TCGA-A2-A4RY,TCGA-A2-A4RY-01A
327,318973.23959,TCGA-AR-A1AH,TCGA-AR-A1AH-01A
328,801343.260474,TCGA-BH-A5IZ,TCGA-BH-A5IZ-01A
329,1371087.97474,TCGA-E2-A1IG,TCGA-E2-A1IG-01A
330,1165250.4920299998,TCGA-B6-A0WX,TCGA-B6-A0WX-01A
331,728649.51403,TCGA-EW-A1P0,TCGA-EW-A1P0-01A
332,496650.790077,TCGA-E2-A15J,TCGA-E2-A15J-01A
333,958648.197373,TCGA-GM-A2D9,TCGA-GM-A2D9-01A
334,255361.944817,TCGA-E2-A15R,TCGA-E2-A15R-01A
335,946089.529149,TCGA-E2-A576,TCGA-E2-A576-01A
336,1319571.00633,TCGA-AC-A8OR,TCGA-AC-A8OR-01A
337,444500.040538,TCGA-BH-A0EI,TCGA-BH-A0EI-01A
338,1611845.0641100004,TCGA-E9-A1N5,TCGA-E9-A1N5-01A
339,2404497.41427,TCGA-D8-A1JB,TCGA-D8-A1JB-01A
340,1158332.74048,TCGA-E2-A10B,TCGA-E2-A10B-01A
341,2610939.18574,TCGA-AR-A250,TCGA-AR-A250-01A
342,8159112.583439998,TCGA-A2-A25F,TCGA-A2-A25F-01A
343,2292824.13144,TCGA-D8-A27W,TCGA-D8-A27W-01A
344,1891944.89888,TCGA-BH-A8FZ,TCGA-BH-A8FZ-01A
345,820237.351655,TCGA-D8-A145,TCGA-D8-A145-01A
346,650251.172486,TCGA-D8-A27V,TCGA-D8-A27V-01A
347,632404.666568,TCGA-BH-A0BT,TCGA-BH-A0BT-11A
348,2454532.7327400004,TCGA-EW-A1J5,TCGA-EW-A1J5-01A
349,928427.884746,TCGA-A1-A0SH,TCGA-A1-A0SH-01A
350,2847649.91215,TCGA-A7-A425,TCGA-A7-A425-01A
351,855916.0277069998,TCGA-AR-A24M,TCGA-AR-A24M-01A
352,840637.255855,TCGA-A2-A04N,TCGA-A2-A04N-01A
353,792655.859557,TCGA-A8-A09T,TCGA-A8-A09T-01A
354,479097.060119,TCGA-JL-A3YX,TCGA-JL-A3YX-01A
355,1130553.83791,TCGA-A2-A0YD,TCGA-A2-A0YD-01A
356,1995367.98205,TCGA-BH-A0HK,TCGA-BH-A0HK-11A
357,4391570.01513,TCGA-C8-A278,TCGA-C8-A278-01A
358,652894.7281180001,TCGA-BH-A18R,TCGA-BH-A18R-01A
359,895380.2850200002,TCGA-A7-A13F,TCGA-A7-A13F-01A
360,1593814.82253,TCGA-AQ-A54N,TCGA-AQ-A54N-01A
361,1898457.16973,TCGA-BH-A0BA,TCGA-BH-A0BA-11A
362,697718.060272,TCGA-B6-A0IO,TCGA-B6-A0IO-01A
363,2075070.86187,TCGA-D8-A142,TCGA-D8-A142-01A
364,625103.186447,TCGA-BH-A0DT,TCGA-BH-A0DT-01A
365,592716.993856,TCGA-AR-A2LE,TCGA-AR-A2LE-01A
366,3337521.55335,TCGA-BH-A1FR,TCGA-BH-A1FR-11B
367,804356.480496,TCGA-E9-A1N5,TCGA-E9-A1N5-11A
368,1346531.28736,TCGA-B6-A40C,TCGA-B6-A40C-01A
369,819713.642642,TCGA-AQ-A04L,TCGA-AQ-A04L-01B
370,709533.189395,TCGA-BH-A0C7,TCGA-BH-A0C7-01B
371,940117.554733,TCGA-A8-A07B,TCGA-A8-A07B-01A
372,2586626.1215,TCGA-A2-A4S2,TCGA-A2-A4S2-01A
373,459728.98925100005,TCGA-E2-A15P,TCGA-E2-A15P-01A
374,1027670.8283,TCGA-BH-A0B0,TCGA-BH-A0B0-01A
375,838222.967309,TCGA-OL-A66K,TCGA-OL-A66K-01A
376,2214902.78913,TCGA-GM-A2DF,TCGA-GM-A2DF-01A
377,10038170.5878,TCGA-A2-A4S1,TCGA-A2-A4S1-01A
378,2558522.21178,TCGA-AC-A2FM,TCGA-AC-A2FM-11B
379,463800.203996,TCGA-OL-A66O,TCGA-OL-A66O-01A
380,31498.5537473,TCGA-A7-A13D,TCGA-A7-A13D-01B
381,2073525.89904,TCGA-AQ-A54O,TCGA-AQ-A54O-01A
382,1675881.96622,TCGA-A7-A13G,TCGA-A7-A13G-11A
383,1587639.438,TCGA-EW-A1IY,TCGA-EW-A1IY-01A
384,4545000.39536,TCGA-BH-A0BF,TCGA-BH-A0BF-01A
385,390631.92044,TCGA-BH-A1FJ,TCGA-BH-A1FJ-01A
386,1865576.41985,TCGA-E2-A1IH,TCGA-E2-A1IH-01A
387,3895446.80254,TCGA-A7-A0CE,TCGA-A7-A0CE-11A
388,2019142.81345,TCGA-D8-A1J9,TCGA-D8-A1J9-01A
389,4093086.64908,TCGA-GM-A4E0,TCGA-GM-A4E0-01A
390,407195.080173,TCGA-D8-A1JM,TCGA-D8-A1JM-01A
391,390728.635209,TCGA-E2-A14O,TCGA-E2-A14O-01A
392,939683.346532,TCGA-BH-A0W3,TCGA-BH-A0W3-01A
393,637085.713182,TCGA-A2-A4RX,TCGA-A2-A4RX-01A
394,708306.808844,TCGA-AN-A0FX,TCGA-AN-A0FX-01A
395,2948165.35084,TCGA-EW-A1PE,TCGA-EW-A1PE-01A
396,1988505.24105,TCGA-AC-A3HN,TCGA-AC-A3HN-01A
397,255638.316093,TCGA-AC-A62X,TCGA-AC-A62X-01A
398,3558634.34041,TCGA-E9-A1NA,TCGA-E9-A1NA-11A
399,1918585.67241,TCGA-BH-A18N,TCGA-BH-A18N-11A
400,1322384.25773,TCGA-D8-A1JC,TCGA-D8-A1JC-01A
401,598633.415552,TCGA-B6-A0RU,TCGA-B6-A0RU-01A
402,841436.626763,TCGA-EW-A1OW,TCGA-EW-A1OW-01A
403,1829773.31957,TCGA-AC-A23G,TCGA-AC-A23G-01A
404,284844.751074,TCGA-A1-A0SB,TCGA-A1-A0SB-01A
405,170223.280779,TCGA-E9-A54X,TCGA-E9-A54X-01A
406,692059.6537029999,TCGA-E2-A153,TCGA-E2-A153-11A
407,391400.802979,TCGA-BH-A18R,TCGA-BH-A18R-11A
408,7207814.21248,TCGA-E9-A1NF,TCGA-E9-A1NF-11A
409,671432.51588,TCGA-BH-A0DQ,TCGA-BH-A0DQ-11A
410,949460.550461,TCGA-D8-A1XC,TCGA-D8-A1XC-01A
411,2264978.89312,TCGA-EW-A1P1,TCGA-EW-A1P1-01A
412,1362728.8445700002,TCGA-BH-A18S,TCGA-BH-A18S-11A
413,650096.047977,TCGA-D8-A27F,TCGA-D8-A27F-01A
414,809033.204531,TCGA-E9-A295,TCGA-E9-A295-01A
415,1016006.02546,TCGA-A7-A26J,TCGA-A7-A26J-01A
416,1507840.15593,TCGA-A2-A0T2,TCGA-A2-A0T2-01A
417,618473.548883,TCGA-AO-A1KO,TCGA-AO-A1KO-01A
418,2164947.75133,TCGA-E9-A229,TCGA-E9-A229-01A
419,433096.838541,TCGA-E9-A22G,TCGA-E9-A22G-01A
420,839760.169012,TCGA-BH-A0E9,TCGA-BH-A0E9-01B
421,1212592.91477,TCGA-BH-A0DQ,TCGA-BH-A0DQ-01A
422,6800693.276930002,TCGA-EW-A3U0,TCGA-EW-A3U0-01A
423,777494.048022,TCGA-WT-AB44,TCGA-WT-AB44-01A
424,890366.352502,TCGA-B6-A0RI,TCGA-B6-A0RI-01A
425,1281380.26645,TCGA-D8-A1X9,TCGA-D8-A1X9-01A
426,1341677.89868,TCGA-GM-A2DA,TCGA-GM-A2DA-01A
427,4187617.8656,TCGA-A8-A09Q,TCGA-A8-A09Q-01A
428,1442009.6599,TCGA-AC-A3OD,TCGA-AC-A3OD-01B
429,3612383.84627,TCGA-AC-A3QP,TCGA-AC-A3QP-01A
430,1830874.49111,TCGA-A2-A0CQ,TCGA-A2-A0CQ-01A
431,1847883.53433,TCGA-E9-A22E,TCGA-E9-A22E-01A
432,413350.592605,TCGA-B6-A0IG,TCGA-B6-A0IG-01A
433,475230.530742,TCGA-A7-A4SB,TCGA-A7-A4SB-01A
434,1659749.45018,TCGA-A2-A1FX,TCGA-A2-A1FX-01A
435,24126548.1862,TCGA-AC-A6IW,TCGA-AC-A6IW-01A
436,269083.59773800004,TCGA-B6-A0IA,TCGA-B6-A0IA-01A
437,128238.791922,TCGA-B6-A0RL,TCGA-B6-A0RL-01A
438,521326.22673100006,TCGA-AR-A24N,TCGA-AR-A24N-01A
439,2120069.7910700003,TCGA-EW-A1P4,TCGA-EW-A1P4-01A
440,6597473.25463,TCGA-E2-A108,TCGA-E2-A108-01A
441,1556888.11992,TCGA-BH-A18Q,TCGA-BH-A18Q-01A
442,511441.044762,TCGA-BH-A0E0,TCGA-BH-A0E0-01A
443,1270885.5775799998,TCGA-AR-A1AS,TCGA-AR-A1AS-01A
444,678956.142471,TCGA-EW-A2FS,TCGA-EW-A2FS-01A
445,844475.5021729999,TCGA-D8-A1XS,TCGA-D8-A1XS-01A
446,296611.221614,TCGA-AC-A7VB,TCGA-AC-A7VB-01A
447,731828.947302,TCGA-GM-A5PX,TCGA-GM-A5PX-01A
448,1785201.2229400002,TCGA-A2-A4S3,TCGA-A2-A4S3-01A
449,451099.358914,TCGA-AR-A0TR,TCGA-AR-A0TR-01A
450,534068.990028,TCGA-OL-A6VR,TCGA-OL-A6VR-01A
451,669565.383927,TCGA-AC-A2FK,TCGA-AC-A2FK-01A
452,943106.779737,TCGA-BH-A1EW,TCGA-BH-A1EW-01A
453,369784.993924,TCGA-A2-A0EU,TCGA-A2-A0EU-01A
454,737019.619172,TCGA-AN-A0XL,TCGA-AN-A0XL-01A
455,951696.840514,TCGA-AN-A0AT,TCGA-AN-A0AT-01A
456,336138.34770700004,TCGA-AN-A04D,TCGA-AN-A04D-01A
457,1907113.04301,TCGA-A1-A0SP,TCGA-A1-A0SP-01A
458,223608.07817800003,TCGA-E9-A1R7,TCGA-E9-A1R7-01A
459,4036034.69225,TCGA-A2-A25D,TCGA-A2-A25D-01A
460,4009564.86395,TCGA-AR-A1AK,TCGA-AR-A1AK-01A
461,590630.217771,TCGA-AQ-A1H3,TCGA-AQ-A1H3-01A
462,236458.201028,TCGA-E2-A14V,TCGA-E2-A14V-01A
463,1254748.63876,TCGA-V7-A7HQ,TCGA-V7-A7HQ-01A
464,549471.417301,TCGA-E9-A1RA,TCGA-E9-A1RA-01A
465,499158.72159300005,TCGA-BH-A0B1,TCGA-BH-A0B1-01A
466,812421.529473,TCGA-BH-A0DG,TCGA-BH-A0DG-11A
467,914474.10672,TCGA-A8-A086,TCGA-A8-A086-01A
468,857947.856518,TCGA-E2-A15E,TCGA-E2-A15E-06A
469,2213379.24925,TCGA-E2-A1IK,TCGA-E2-A1IK-01A
470,4858740.02623,TCGA-PE-A5DE,TCGA-PE-A5DE-01A
471,355115.612715,TCGA-A1-A0SE,TCGA-A1-A0SE-01A
472,978553.716285,TCGA-AO-A0J4,TCGA-AO-A0J4-01A
473,530918.17614,TCGA-BH-A1FM,TCGA-BH-A1FM-01A
474,402318.849489,TCGA-BH-A0DK,TCGA-BH-A0DK-11A
475,466076.237295,TCGA-A2-A0ER,TCGA-A2-A0ER-01A
476,3871372.66262,TCGA-AO-A03M,TCGA-AO-A03M-01B
477,528258.584723,TCGA-E2-A15C,TCGA-E2-A15C-01A
478,1225302.39952,TCGA-BH-A0AZ,TCGA-BH-A0AZ-01A
479,10107813.0516,TCGA-LL-A7SZ,TCGA-LL-A7SZ-01A
480,937214.537935,TCGA-AC-A4ZE,TCGA-AC-A4ZE-01A
481,3530929.65191,TCGA-BH-A1FH,TCGA-BH-A1FH-11B
482,344651.34033800004,TCGA-A2-A1FV,TCGA-A2-A1FV-01A
483,264267.717214,TCGA-E2-A1LB,TCGA-E2-A1LB-11A
484,865926.01621,TCGA-A7-A26H,TCGA-A7-A26H-01A
485,536697.119063,TCGA-E9-A1N8,TCGA-E9-A1N8-01A
486,936679.081979,TCGA-E2-A1BC,TCGA-E2-A1BC-11A
487,1722123.2895900004,TCGA-A7-A3J0,TCGA-A7-A3J0-01A
488,916033.583661,TCGA-BH-A0DD,TCGA-BH-A0DD-01A
489,2680584.24366,TCGA-A8-A06X,TCGA-A8-A06X-01A
490,1727094.9400099998,TCGA-OL-A66N,TCGA-OL-A66N-01A
491,560395.366931,TCGA-A7-A0CE,TCGA-A7-A0CE-01A
492,1094548.3551,TCGA-A8-A09A,TCGA-A8-A09A-01A
493,435881.420266,TCGA-BH-A18Q,TCGA-BH-A18Q-11A
494,3873663.55897,TCGA-OL-A5RW,TCGA-OL-A5RW-01A
495,1977508.74321,TCGA-E2-A1B1,TCGA-E2-A1B1-01A
496,1575161.1429700004,TCGA-A2-A0D2,TCGA-A2-A0D2-01A
497,604216.412705,TCGA-A2-A0CU,TCGA-A2-A0CU-01A
498,3790673.94189,TCGA-LL-A5YN,TCGA-LL-A5YN-01A
499,1531751.14826,TCGA-AO-A0J2,TCGA-AO-A0J2-01A
500,1129111.69099,TCGA-C8-A26V,TCGA-C8-A26V-01A
501,968665.774204,TCGA-E9-A1NH,TCGA-E9-A1NH-01A
502,5308081.12771,TCGA-OL-A66H,TCGA-OL-A66H-01A
503,1362111.32969,TCGA-A8-A06O,TCGA-A8-A06O-01A
504,392028.567825,TCGA-EW-A424,TCGA-EW-A424-01A
505,1075797.3589,TCGA-A2-A04U,TCGA-A2-A04U-01A
506,947494.748482,TCGA-B6-A0RH,TCGA-B6-A0RH-01A
507,1532712.63772,TCGA-BH-A0DH,TCGA-BH-A0DH-11A
508,206755.339804,TCGA-AC-A2QH,TCGA-AC-A2QH-01B
509,4223677.00681,TCGA-BH-A0DX,TCGA-BH-A0DX-01A
510,1170128.20865,TCGA-BH-AB28,TCGA-BH-AB28-01A
511,1489374.76023,TCGA-BH-A0B3,TCGA-BH-A0B3-11B
512,4717126.60884,TCGA-E2-A15K,TCGA-E2-A15K-11A
513,802205.790658,TCGA-D8-A27K,TCGA-D8-A27K-01A
514,2111524.81077,TCGA-C8-A12P,TCGA-C8-A12P-01A
515,764795.429231,TCGA-E9-A1N4,TCGA-E9-A1N4-11A
516,896955.709756,TCGA-D8-A1XY,TCGA-D8-A1XY-01A
517,2329544.73433,TCGA-D8-A1J8,TCGA-D8-A1J8-01A
518,1264147.76615,TCGA-A7-A26I,TCGA-A7-A26I-01B
519,2795740.54228,TCGA-LL-A9Q3,TCGA-LL-A9Q3-01A
520,4743778.98763,TCGA-A8-A07U,TCGA-A8-A07U-01A
521,1067378.50993,TCGA-D8-A27L,TCGA-D8-A27L-01A
522,877789.5500950002,TCGA-BH-A1FM,TCGA-BH-A1FM-11B
523,473684.072977,TCGA-AN-A0FL,TCGA-AN-A0FL-01A
524,1015818.67661,TCGA-AC-A3TN,TCGA-AC-A3TN-01A
525,2162772.18736,TCGA-E9-A1RD,TCGA-E9-A1RD-11A
526,3505702.81595,TCGA-Z7-A8R5,TCGA-Z7-A8R5-01A
527,868511.0227440002,TCGA-A2-A0CP,TCGA-A2-A0CP-01A
528,213404.688624,TCGA-AO-A125,TCGA-AO-A125-01A
529,1375710.53268,TCGA-A7-A26J,TCGA-A7-A26J-01A
530,1769310.20577,TCGA-E9-A1RB,TCGA-E9-A1RB-11A
531,2620797.61912,TCGA-C8-A8HQ,TCGA-C8-A8HQ-01A
532,880317.170923,TCGA-OL-A6VO,TCGA-OL-A6VO-01A
533,10729005.8924,TCGA-E9-A1ND,TCGA-E9-A1ND-01A
534,92515.6158865,TCGA-A7-A13D,TCGA-A7-A13D-01A
535,2737311.39126,TCGA-C8-A138,TCGA-C8-A138-01A
536,1368192.49874,TCGA-E9-A1RG,TCGA-E9-A1RG-01A
537,1532038.14886,TCGA-BH-A0DE,TCGA-BH-A0DE-01A
538,1035238.78152,TCGA-AO-A03T,TCGA-AO-A03T-01A
539,1044932.47546,TCGA-A7-A4SF,TCGA-A7-A4SF-01A
540,5528928.492269998,TCGA-C8-A1HM,TCGA-C8-A1HM-01A
541,346538.059552,TCGA-EW-A1PH,TCGA-EW-A1PH-01A
542,1758363.679,TCGA-B6-A0WY,TCGA-B6-A0WY-01A
543,2676176.49275,TCGA-E9-A1RF,TCGA-E9-A1RF-01A
544,1801209.8839599998,TCGA-E9-A5FL,TCGA-E9-A5FL-01A
545,562239.634376,TCGA-E2-A1LG,TCGA-E2-A1LG-01A
546,1806347.39222,TCGA-AR-A24H,TCGA-AR-A24H-01A
547,4490792.4013,TCGA-AR-A1AQ,TCGA-AR-A1AQ-01A
548,469915.78844,TCGA-BH-A0DT,TCGA-BH-A0DT-11A
549,319054.567856,TCGA-B6-A0RN,TCGA-B6-A0RN-01A
550,3258747.08108,TCGA-AC-A3YJ,TCGA-AC-A3YJ-01A
551,1467116.82762,TCGA-A2-A0SX,TCGA-A2-A0SX-01A
552,1067872.91489,TCGA-B6-A0RE,TCGA-B6-A0RE-01A
553,1844122.71317,TCGA-D8-A13Z,TCGA-D8-A13Z-01A
554,1410872.57519,TCGA-AN-A0XU,TCGA-AN-A0XU-01A
555,529064.7645439999,TCGA-E2-A10E,TCGA-E2-A10E-01A
556,4903849.987369998,TCGA-AO-A0J9,TCGA-AO-A0J9-01A
557,755034.711235,TCGA-AR-A24P,TCGA-AR-A24P-01A
558,683361.890749,TCGA-E2-A1LH,TCGA-E2-A1LH-11A
559,1566782.56788,TCGA-B6-A0I9,TCGA-B6-A0I9-01A
560,1048240.74859,TCGA-GM-A2DB,TCGA-GM-A2DB-01A
561,2647531.19247,TCGA-A2-A04Y,TCGA-A2-A04Y-01A
562,1137599.49057,TCGA-BH-A0BP,TCGA-BH-A0BP-01A
563,838217.726505,TCGA-AO-A12C,TCGA-AO-A12C-01A
564,332396.520973,TCGA-AO-A124,TCGA-AO-A124-01A
565,546533.416615,TCGA-OL-A6VQ,TCGA-OL-A6VQ-01A
566,4658929.76456,TCGA-BH-A0H5,TCGA-BH-A0H5-01A
567,1833066.18103,TCGA-GM-A2DO,TCGA-GM-A2DO-01A
568,2467266.02881,TCGA-D8-A1JG,TCGA-D8-A1JG-01B
569,3296550.76688,TCGA-A2-A04T,TCGA-A2-A04T-01A
570,3016333.14851,TCGA-E9-A1NE,TCGA-E9-A1NE-01A
571,707638.151042,TCGA-C8-A12Y,TCGA-C8-A12Y-01A
572,685526.285542,TCGA-BH-A0H3,TCGA-BH-A0H3-01A
573,286995.078825,TCGA-E2-A15S,TCGA-E2-A15S-01A
574,2765110.72241,TCGA-OL-A97C,TCGA-OL-A97C-01A
575,1803466.77039,TCGA-AC-A3EH,TCGA-AC-A3EH-01A
576,849865.301114,TCGA-BH-A0BT,TCGA-BH-A0BT-01A
577,541457.25485,TCGA-A8-A07L,TCGA-A8-A07L-01A
578,5265877.85955,TCGA-BH-A1F6,TCGA-BH-A1F6-01A
579,2861738.4885,TCGA-BH-A0W7,TCGA-BH-A0W7-01A
580,1025575.78901,TCGA-A8-A09N,TCGA-A8-A09N-01A
581,968265.245903,TCGA-BH-A1EV,TCGA-BH-A1EV-01A
582,733510.137158,TCGA-AN-A0FS,TCGA-AN-A0FS-01A
583,4225682.93695,TCGA-E2-A1L7,TCGA-E2-A1L7-11A
584,479130.92292,TCGA-E2-A15O,TCGA-E2-A15O-01A
585,1701797.75351,TCGA-BH-A208,TCGA-BH-A208-01A
586,2916718.71747,TCGA-AC-A2QI,TCGA-AC-A2QI-01A
587,1009976.56281,TCGA-D8-A1XJ,TCGA-D8-A1XJ-01A
588,3003807.62865,TCGA-B6-A0X1,TCGA-B6-A0X1-01A
589,4604578.27893,TCGA-E9-A3QA,TCGA-E9-A3QA-01A
590,828399.901208,TCGA-A2-A0YG,TCGA-A2-A0YG-01A
591,300113.832956,TCGA-B6-A1KI,TCGA-B6-A1KI-01A
592,1951371.31445,TCGA-AC-A2FF,TCGA-AC-A2FF-11A
593,667058.816395,TCGA-E2-A15E,TCGA-E2-A15E-01A
594,2982559.71136,TCGA-B6-A408,TCGA-B6-A408-01A
595,685198.857008,TCGA-BH-A28O,TCGA-BH-A28O-01A
596,263786.218698,TCGA-B6-A0I1,TCGA-B6-A0I1-01A
597,2147247.82909,TCGA-B6-A400,TCGA-B6-A400-01A
598,742022.5011529998,TCGA-BH-A0BM,TCGA-BH-A0BM-11A
599,2179214.06211,TCGA-AO-A0JB,TCGA-AO-A0JB-01A
600,1928687.63763,TCGA-BH-A0HA,TCGA-BH-A0HA-01A
601,1575928.6854,TCGA-E2-A10C,TCGA-E2-A10C-01A
602,1458141.7644,TCGA-A2-A0CS,TCGA-A2-A0CS-01A
603,4112982.12165,TCGA-AR-A1AT,TCGA-AR-A1AT-01A
604,1584390.59126,TCGA-E9-A1N6,TCGA-E9-A1N6-01A
605,2045472.0089,TCGA-BH-A1EU,TCGA-BH-A1EU-01A
606,852408.4212069998,TCGA-AR-A1AN,TCGA-AR-A1AN-01A
607,5450611.690780002,TCGA-A2-A0CR,TCGA-A2-A0CR-01A
608,1286686.14624,TCGA-EW-A6S9,TCGA-EW-A6S9-01A
609,875668.784838,TCGA-LQ-A4E4,TCGA-LQ-A4E4-01A
610,848046.093864,TCGA-A2-A25C,TCGA-A2-A25C-01A
611,947901.9342,TCGA-D8-A143,TCGA-D8-A143-01A
612,1002769.60686,TCGA-A2-A04W,TCGA-A2-A04W-01A
613,2100838.11932,TCGA-BH-A0BR,TCGA-BH-A0BR-01A
