,c1qb,Case.ID,Sample.ID
919,1034440.54668,TCGA-AC-A23C,TCGA-AC-A23C-01A
920,1007349.1302,TCGA-E2-A572,TCGA-E2-A572-01A
921,4314299.05102,TCGA-D8-A1Y3,TCGA-D8-A1Y3-01A
922,1931270.17238,TCGA-BH-A0BV,TCGA-BH-A0BV-01A
923,2729138.66482,TCGA-D8-A27N,TCGA-D8-A27N-01A
924,4859886.13734,TCGA-EW-A1IZ,TCGA-EW-A1IZ-01A
925,382140.920302,TCGA-AN-A0XT,TCGA-AN-A0XT-01A
926,630227.093078,TCGA-BH-A0DP,TCGA-BH-A0DP-11A
927,3038123.10289,TCGA-A2-A0ST,TCGA-A2-A0ST-01A
928,2193054.54866,TCGA-EW-A1J6,TCGA-EW-A1J6-01A
929,1016345.49457,TCGA-A8-A0A9,TCGA-A8-A0A9-01A
930,309069.206668,TCGA-C8-A1HJ,TCGA-C8-A1HJ-01A
931,1204708.8478700002,TCGA-A8-A0AD,TCGA-A8-A0AD-01A
932,2302143.45423,TCGA-A2-A0YI,TCGA-A2-A0YI-01A
933,625923.203886,TCGA-BH-A0HU,TCGA-BH-A0HU-01A
934,1582612.15358,TCGA-A2-A3XZ,TCGA-A2-A3XZ-01A
935,2239826.98517,TCGA-AC-A8OQ,TCGA-AC-A8OQ-01A
936,2234512.83473,TCGA-D8-A141,TCGA-D8-A141-01A
937,324404.11732,TCGA-D8-A13Y,TCGA-D8-A13Y-01A
938,1000898.82848,TCGA-E2-A1LL,TCGA-E2-A1LL-01A
939,968971.499952,TCGA-BH-A1FG,TCGA-BH-A1FG-01A
940,4094242.9257,TCGA-E9-A1NG,TCGA-E9-A1NG-11A
941,931715.125327,TCGA-BH-A0HK,TCGA-BH-A0HK-01A
942,1035403.96037,TCGA-E9-A228,TCGA-E9-A228-01A
943,539798.570221,TCGA-B6-A0WT,TCGA-B6-A0WT-01A
944,615798.700691,TCGA-A1-A0SJ,TCGA-A1-A0SJ-01A
945,1620113.72016,TCGA-E2-A2P6,TCGA-E2-A2P6-01A
946,10109380.875,TCGA-AR-A2LJ,TCGA-AR-A2LJ-01A
947,1035991.79761,TCGA-BH-A0E6,TCGA-BH-A0E6-01A
948,3875118.11986,TCGA-BH-A1FN,TCGA-BH-A1FN-11A
949,5868461.5885,TCGA-E9-A243,TCGA-E9-A243-01A
950,878271.1813309998,TCGA-AQ-A04H,TCGA-AQ-A04H-01B
951,843426.2208680002,TCGA-AN-A0FY,TCGA-AN-A0FY-01A
952,1689473.0528,TCGA-EW-A1J2,TCGA-EW-A1J2-01A
953,1828565.67662,TCGA-HN-A2NL,TCGA-HN-A2NL-01A
954,2323611.35613,TCGA-BH-A0RX,TCGA-BH-A0RX-01A
955,1300621.02707,TCGA-A2-A0EW,TCGA-A2-A0EW-01A
956,1156668.53633,TCGA-B6-A409,TCGA-B6-A409-01A
957,2635647.1002700003,TCGA-BH-A0EB,TCGA-BH-A0EB-01A
958,1286122.77877,TCGA-A8-A07P,TCGA-A8-A07P-01A
959,2350997.63308,TCGA-A2-A0SV,TCGA-A2-A0SV-01A
960,3087478.76956,TCGA-AC-A3TM,TCGA-AC-A3TM-01A
961,242715.763825,TCGA-E9-A226,TCGA-E9-A226-01A
962,2939083.25421,TCGA-E2-A14Z,TCGA-E2-A14Z-01A
963,1986724.13592,TCGA-5L-AAT0,TCGA-5L-AAT0-01A
964,304982.216668,TCGA-A2-A0T3,TCGA-A2-A0T3-01A
965,3250591.74941,TCGA-E9-A5FK,TCGA-E9-A5FK-01A
966,850400.9698020002,TCGA-AC-A2FM,TCGA-AC-A2FM-01A
967,969653.765849,TCGA-A8-A08B,TCGA-A8-A08B-01A
968,171119.435644,TCGA-E9-A1RC,TCGA-E9-A1RC-01A
969,2006722.9383,TCGA-AR-A2LQ,TCGA-AR-A2LQ-01A
970,3637428.57627,TCGA-AR-A0TT,TCGA-AR-A0TT-01A
971,1085884.1001,TCGA-C8-A1HN,TCGA-C8-A1HN-01A
972,599985.516088,TCGA-E9-A1N9,TCGA-E9-A1N9-01A
973,3410904.06567,TCGA-BH-A0DK,TCGA-BH-A0DK-01A
974,471810.381669,TCGA-E2-A15H,TCGA-E2-A15H-01A
975,534830.566061,TCGA-A1-A0SO,TCGA-A1-A0SO-01A
976,432348.465211,TCGA-E2-A154,TCGA-E2-A154-01A
977,1594378.7796200004,TCGA-BH-A0BG,TCGA-BH-A0BG-01A
978,772755.877097,TCGA-BH-A18F,TCGA-BH-A18F-01A
979,232004.821411,TCGA-BH-A0HW,TCGA-BH-A0HW-01A
980,2289212.8191400003,TCGA-A8-A081,TCGA-A8-A081-01A
981,1832252.97564,TCGA-A2-A0YM,TCGA-A2-A0YM-01A
982,4704578.31603,TCGA-C8-A8HP,TCGA-C8-A8HP-01A
983,1029006.0318,TCGA-BH-A0BQ,TCGA-BH-A0BQ-11A
984,1780953.36851,TCGA-BH-A1EN,TCGA-BH-A1EN-11A
985,2042755.66935,TCGA-E2-A10F,TCGA-E2-A10F-01A
986,3173392.71823,TCGA-S3-AA15,TCGA-S3-AA15-01A
987,1867676.31315,TCGA-A7-A2KD,TCGA-A7-A2KD-01A
988,539984.1574779999,TCGA-A2-A3XU,TCGA-A2-A3XU-01A
989,832867.658925,TCGA-E9-A1RB,TCGA-E9-A1RB-01A
990,383012.592955,TCGA-EW-A1PA,TCGA-EW-A1PA-01A
991,1258874.94648,TCGA-EW-A2FR,TCGA-EW-A2FR-01A
992,2791641.03687,TCGA-AR-A1AI,TCGA-AR-A1AI-01A
993,1388581.06157,TCGA-A8-A06R,TCGA-A8-A06R-01A
994,2594593.1401400003,TCGA-AR-A24V,TCGA-AR-A24V-01A
995,3790235.60435,TCGA-BH-A0BZ,TCGA-BH-A0BZ-01A
996,10411325.4657,TCGA-OL-A66I,TCGA-OL-A66I-01A
997,287886.585393,TCGA-A8-A0AB,TCGA-A8-A0AB-01A
998,1346048.6717299998,TCGA-A8-A06P,TCGA-A8-A06P-01A
999,1001197.20173,TCGA-D8-A1XR,TCGA-D8-A1XR-01A
1000,655418.415295,TCGA-A2-A0D4,TCGA-A2-A0D4-01A
1001,2188280.72368,TCGA-C8-A12X,TCGA-C8-A12X-01A
1002,1672100.0158,TCGA-E9-A1N6,TCGA-E9-A1N6-11A
1003,1905878.38131,TCGA-AC-A2FO,TCGA-AC-A2FO-01A
1004,1134665.46815,TCGA-E2-A109,TCGA-E2-A109-01A
1005,1431158.2783700004,TCGA-D8-A1JH,TCGA-D8-A1JH-01A
1006,1763756.57906,TCGA-C8-A12W,TCGA-C8-A12W-01A
1007,937215.300168,TCGA-BH-A1FB,TCGA-BH-A1FB-11A
1008,1154854.24298,TCGA-3C-AALK,TCGA-3C-AALK-01A
1009,1529414.48632,TCGA-A2-A0YC,TCGA-A2-A0YC-01A
1010,4076308.25917,TCGA-E2-A1LA,TCGA-E2-A1LA-01A
1011,499165.753813,TCGA-BH-A0DO,TCGA-BH-A0DO-11A
1012,1537112.81971,TCGA-GM-A3XN,TCGA-GM-A3XN-01A
1013,1434752.75422,TCGA-D8-A27G,TCGA-D8-A27G-01A
1014,5226992.17131,TCGA-BH-A5J0,TCGA-BH-A5J0-01A
1015,786347.827856,TCGA-EW-A1OY,TCGA-EW-A1OY-01A
1016,783027.7289689998,TCGA-BH-A0GY,TCGA-BH-A0GY-01A
1017,2097717.84535,TCGA-AN-A0AL,TCGA-AN-A0AL-01A
1018,793269.495407,TCGA-BH-A28Q,TCGA-BH-A28Q-01A
1019,749809.2499149998,TCGA-D8-A1XF,TCGA-D8-A1XF-01A
1020,1140331.0720600002,TCGA-AN-A0G0,TCGA-AN-A0G0-01A
1021,1159900.47693,TCGA-EW-A1J3,TCGA-EW-A1J3-01A
1022,1347426.69742,TCGA-D8-A140,TCGA-D8-A140-01A
1023,330577.836847,TCGA-AR-A24K,TCGA-AR-A24K-01A
1024,1641426.7633,TCGA-AC-A6IX,TCGA-AC-A6IX-01A
1025,682688.805929,TCGA-E2-A15L,TCGA-E2-A15L-01A
1026,829244.090967,TCGA-AR-A256,TCGA-AR-A256-01A
1027,1128366.47202,TCGA-C8-A132,TCGA-C8-A132-01A
1028,1683053.26867,TCGA-BH-A203,TCGA-BH-A203-01A
1029,1652852.77704,TCGA-AR-A2LO,TCGA-AR-A2LO-01A
1030,2276474.30402,TCGA-A2-A3XW,TCGA-A2-A3XW-01A
1031,2802658.69306,TCGA-BH-A0DZ,TCGA-BH-A0DZ-01A
1032,401700.609981,TCGA-AN-A0AR,TCGA-AN-A0AR-01A
1033,899033.4743620001,TCGA-A2-A0EM,TCGA-A2-A0EM-01A
1034,1625465.98059,TCGA-AC-A2FF,TCGA-AC-A2FF-01A
1035,1699144.43308,TCGA-A2-A0ES,TCGA-A2-A0ES-01A
1036,4624296.24032,TCGA-BH-A209,TCGA-BH-A209-01A
1037,626334.7795930001,TCGA-E2-A10A,TCGA-E2-A10A-01A
1038,438499.729146,TCGA-BH-A1FE,TCGA-BH-A1FE-11B
1039,1861512.96317,TCGA-A7-A0CG,TCGA-A7-A0CG-01A
1040,1764183.38144,TCGA-BH-A0B8,TCGA-BH-A0B8-11A
1041,1676905.02009,TCGA-D8-A27I,TCGA-D8-A27I-01A
1042,1269230.83053,TCGA-AR-A24R,TCGA-AR-A24R-01A
1043,3530609.59812,TCGA-XX-A89A,TCGA-XX-A89A-01A
1044,1456629.07335,TCGA-A2-A04P,TCGA-A2-A04P-01A
1045,2273458.82365,TCGA-BH-A0HO,TCGA-BH-A0HO-01A
1046,2257743.97861,TCGA-GM-A2DN,TCGA-GM-A2DN-01A
1047,955921.47917,TCGA-B6-A0IH,TCGA-B6-A0IH-01A
1048,2541404.67001,TCGA-D8-A1JP,TCGA-D8-A1JP-01A
1049,638551.160724,TCGA-AR-A1AV,TCGA-AR-A1AV-01A
1050,809741.469682,TCGA-A8-A08T,TCGA-A8-A08T-01A
1051,3017573.752670001,TCGA-LD-A9QF,TCGA-LD-A9QF-01A
1052,3195942.48347,TCGA-AQ-A7U7,TCGA-AQ-A7U7-01A
1053,3867612.56322,TCGA-A2-A0T1,TCGA-A2-A0T1-01A
1054,1146646.41978,TCGA-A2-A0EY,TCGA-A2-A0EY-01A
1055,4242211.63143,TCGA-WT-AB41,TCGA-WT-AB41-01A
1056,1907200.98621,TCGA-GM-A2DM,TCGA-GM-A2DM-01A
1057,397956.54917,TCGA-AR-A1AY,TCGA-AR-A1AY-01A
1058,1042052.66194,TCGA-AR-A1AU,TCGA-AR-A1AU-01A
1059,5006667.69769,TCGA-B6-A0RT,TCGA-B6-A0RT-01A
1060,4259492.425969998,TCGA-BH-A1F0,TCGA-BH-A1F0-01A
1061,798659.61797,TCGA-AO-A0J3,TCGA-AO-A0J3-01A
1062,970778.805415,TCGA-D8-A3Z6,TCGA-D8-A3Z6-01A
1063,1830338.84624,TCGA-EW-A3E8,TCGA-EW-A3E8-01B
1064,1221818.6166,TCGA-BH-A0B5,TCGA-BH-A0B5-01A
1065,972055.604577,TCGA-A8-A09B,TCGA-A8-A09B-01A
1066,3718655.54127,TCGA-AC-A5XS,TCGA-AC-A5XS-01A
1067,780698.572941,TCGA-C8-A12N,TCGA-C8-A12N-01A
1068,677424.6430350001,TCGA-A8-A0A4,TCGA-A8-A0A4-01A
1069,1058279.9791,TCGA-D8-A1JN,TCGA-D8-A1JN-01A
1070,440534.479454,TCGA-A7-A0CJ,TCGA-A7-A0CJ-01A
1071,404597.452948,TCGA-D8-A1XD,TCGA-D8-A1XD-01A
1072,16940479.8158,TCGA-AC-A2QJ,TCGA-AC-A2QJ-01A
1073,1751026.367,TCGA-AN-A0FD,TCGA-AN-A0FD-01A
1074,2113651.59332,TCGA-AO-A03O,TCGA-AO-A03O-01A
1075,2588619.19345,TCGA-EW-A1OV,TCGA-EW-A1OV-01A
1076,686365.012784,TCGA-BH-A0HQ,TCGA-BH-A0HQ-01A
1077,841791.043039,TCGA-E2-A1BD,TCGA-E2-A1BD-01A
1078,346954.182018,TCGA-B6-A0RM,TCGA-B6-A0RM-01A
1079,1083179.79655,TCGA-BH-A0BQ,TCGA-BH-A0BQ-01A
1080,859244.3352459999,TCGA-AO-A03P,TCGA-AO-A03P-01A
1081,7744925.022439999,TCGA-C8-A12V,TCGA-C8-A12V-01A
1082,2733289.59581,TCGA-A2-A0EN,TCGA-A2-A0EN-01A
1083,213103.965172,TCGA-B6-A0IC,TCGA-B6-A0IC-01A
1084,1229238.2992399998,TCGA-BH-A18M,TCGA-BH-A18M-11A
1085,427614.392946,TCGA-E2-A1BC,TCGA-E2-A1BC-01A
1086,2049666.19659,TCGA-AN-A0AM,TCGA-AN-A0AM-01A
1087,447181.43104,TCGA-BH-A0DO,TCGA-BH-A0DO-01B
1088,633450.5194689999,TCGA-BH-A0AV,TCGA-BH-A0AV-01A
1089,1511501.1992,TCGA-AO-A03R,TCGA-AO-A03R-01A
1090,2183925.45063,TCGA-BH-A18V,TCGA-BH-A18V-11A
1091,360204.320153,TCGA-AR-A0TP,TCGA-AR-A0TP-01A
1092,1878095.38633,TCGA-AR-A0TS,TCGA-AR-A0TS-01A
1093,2099194.99777,TCGA-AO-A0JJ,TCGA-AO-A0JJ-01A
1094,779978.7796,TCGA-A8-A083,TCGA-A8-A083-01A
1095,700034.176753,TCGA-AN-A041,TCGA-AN-A041-01A
1096,850708.9815539998,TCGA-AO-A1KS,TCGA-AO-A1KS-01A
1097,2018141.64655,TCGA-BH-A8FY,TCGA-BH-A8FY-01A
1098,944626.020342,TCGA-LD-A7W6,TCGA-LD-A7W6-01A
1099,1939125.95546,TCGA-S3-AA0Z,TCGA-S3-AA0Z-01A
1100,1062011.67229,TCGA-EW-A1IW,TCGA-EW-A1IW-01A
1101,22411290.0575,TCGA-EW-A1PB,TCGA-EW-A1PB-01A
1102,4133552.8699,TCGA-BH-A0B2,TCGA-BH-A0B2-01A
1103,1417042.51702,TCGA-BH-A1EX,TCGA-BH-A1EX-01A
1104,2463362.33831,TCGA-AO-A0JE,TCGA-AO-A0JE-01A
1105,956384.803139,TCGA-AR-A5QP,TCGA-AR-A5QP-01A
1106,1393650.55213,TCGA-E2-A1L9,TCGA-E2-A1L9-01A
1107,393024.557439,TCGA-E2-A1L8,TCGA-E2-A1L8-01A
1108,5156503.66,TCGA-E2-A1LH,TCGA-E2-A1LH-01A
1109,1345529.33117,TCGA-A7-A4SA,TCGA-A7-A4SA-01A
1110,1373590.84493,TCGA-E2-A153,TCGA-E2-A153-01A
1111,367417.422934,TCGA-AO-A1KR,TCGA-AO-A1KR-01A
1112,793478.599991,TCGA-OL-A5RZ,TCGA-OL-A5RZ-01A
1113,2177544.97301,TCGA-E9-A1RI,TCGA-E9-A1RI-11A
1114,653019.413224,TCGA-AR-A1AL,TCGA-AR-A1AL-01A
1115,2438183.43232,TCGA-C8-A27B,TCGA-C8-A27B-01A
1116,711634.843871,TCGA-A2-A0D3,TCGA-A2-A0D3-01A
1117,922596.994152,TCGA-A2-A0CV,TCGA-A2-A0CV-01A
1118,1766572.65976,TCGA-AN-A0FF,TCGA-AN-A0FF-01A
1119,1652220.2128,TCGA-BH-A0BD,TCGA-BH-A0BD-01A
1120,1413461.30805,TCGA-AO-A12E,TCGA-AO-A12E-01A
1121,3377096.4582700008,TCGA-AN-A046,TCGA-AN-A046-01A
1122,614340.9675050001,TCGA-BH-A1F2,TCGA-BH-A1F2-11A
1123,2238046.22523,TCGA-A2-A0SY,TCGA-A2-A0SY-01A
1124,698460.5553390001,TCGA-D8-A1JS,TCGA-D8-A1JS-01A
1125,314621.744683,TCGA-E2-A106,TCGA-E2-A106-01A
1126,905631.3902,TCGA-E9-A1R0,TCGA-E9-A1R0-01A
1127,3450390.60985,TCGA-A2-A3Y0,TCGA-A2-A3Y0-01A
1128,2494160.96479,TCGA-BH-A0BL,TCGA-BH-A0BL-01A
1129,515850.44346,TCGA-B6-A40B,TCGA-B6-A40B-01A
1130,1247199.03633,TCGA-BH-A42V,TCGA-BH-A42V-01A
1131,519243.02136,TCGA-A8-A08C,TCGA-A8-A08C-01A
1132,11290056.7859,TCGA-OL-A66P,TCGA-OL-A66P-01A
1133,1956003.57448,TCGA-D8-A1XM,TCGA-D8-A1XM-01A
1134,1077969.42651,TCGA-AO-A12B,TCGA-AO-A12B-01A
1135,397126.376253,TCGA-B6-A402,TCGA-B6-A402-01A
1136,3194877.03884,TCGA-AR-A252,TCGA-AR-A252-01A
1137,4341245.20951,TCGA-AR-A0TW,TCGA-AR-A0TW-01A
1138,910777.674787,TCGA-BH-A0W5,TCGA-BH-A0W5-01A
1139,1574465.52902,TCGA-E2-A9RU,TCGA-E2-A9RU-01A
1140,572339.656136,TCGA-AR-A24X,TCGA-AR-A24X-01A
1141,1361043.29271,TCGA-AR-A0TQ,TCGA-AR-A0TQ-01A
1142,3057564.82843,TCGA-D8-A1JK,TCGA-D8-A1JK-01A
1143,1284689.88866,TCGA-B6-A3ZX,TCGA-B6-A3ZX-01A
1144,378855.889875,TCGA-E2-A15I,TCGA-E2-A15I-11A
1145,1878235.27403,TCGA-PL-A8LY,TCGA-PL-A8LY-01A
1146,1156359.6869700002,TCGA-AN-A03Y,TCGA-AN-A03Y-01A
1147,1417561.97915,TCGA-AN-A04C,TCGA-AN-A04C-01A
1148,3936507.39325,TCGA-C8-A26X,TCGA-C8-A26X-01A
1149,766039.962696,TCGA-BH-A0HX,TCGA-BH-A0HX-01A
1150,1461307.31037,TCGA-A2-A0CK,TCGA-A2-A0CK-01A
1151,1096781.89428,TCGA-OK-A5Q2,TCGA-OK-A5Q2-01A
1152,2845413.8409700007,TCGA-A8-A08P,TCGA-A8-A08P-01A
1153,867678.443123,TCGA-E2-A15G,TCGA-E2-A15G-01A
1154,566820.252578,TCGA-E9-A1N9,TCGA-E9-A1N9-11A
1155,4148030.1077,TCGA-E2-A159,TCGA-E2-A159-01A
1156,4338950.6159,TCGA-A2-A0EP,TCGA-A2-A0EP-01A
1157,1832271.33075,TCGA-BH-A42T,TCGA-BH-A42T-01A
1158,3426889.69186,TCGA-E9-A1NG,TCGA-E9-A1NG-01A
1159,777944.334518,TCGA-E2-A1IU,TCGA-E2-A1IU-01A
1160,4515902.51083,TCGA-A7-A13E,TCGA-A7-A13E-11A
1161,758068.16929,TCGA-AN-A0FJ,TCGA-AN-A0FJ-01A
1162,1488699.60759,TCGA-C8-A1HL,TCGA-C8-A1HL-01A
1163,896963.174899,TCGA-A1-A0SD,TCGA-A1-A0SD-01A
1164,1359735.09479,TCGA-AC-A5XU,TCGA-AC-A5XU-01A
1165,388376.550817,TCGA-BH-A208,TCGA-BH-A208-11A
1166,804794.760429,TCGA-A2-A0T5,TCGA-A2-A0T5-01A
1167,1013446.75115,TCGA-AN-A0XP,TCGA-AN-A0XP-01A
1168,782435.399759,TCGA-A2-A4S0,TCGA-A2-A4S0-01A
1169,938244.414121,TCGA-BH-A18P,TCGA-BH-A18P-01A
1170,4572520.05881,TCGA-C8-A1HG,TCGA-C8-A1HG-01A
1171,742431.61963,TCGA-E2-A14N,TCGA-E2-A14N-01A
1172,953630.482254,TCGA-E9-A245,TCGA-E9-A245-01A
1173,1513489.76444,TCGA-AN-A0XN,TCGA-AN-A0XN-01A
1174,7379311.70903,TCGA-AR-A5QQ,TCGA-AR-A5QQ-01A
1175,629608.6007739999,TCGA-D8-A1XA,TCGA-D8-A1XA-01A
1176,1449384.98579,TCGA-UL-AAZ6,TCGA-UL-AAZ6-01A
1177,3750633.93511,TCGA-AC-A2FE,TCGA-AC-A2FE-01A
1178,344898.601614,TCGA-E2-A158,TCGA-E2-A158-01A
1179,4074167.04124,TCGA-C8-A1HF,TCGA-C8-A1HF-01A
1180,741226.10698,TCGA-PE-A5DC,TCGA-PE-A5DC-01A
1181,2516049.21951,TCGA-BH-A0BZ,TCGA-BH-A0BZ-11A
1182,2584376.53643,TCGA-BH-A202,TCGA-BH-A202-01A
1183,2389381.95553,TCGA-BH-A0B9,TCGA-BH-A0B9-01A
1184,1500148.18372,TCGA-D8-A1XT,TCGA-D8-A1XT-01A
1185,823373.955186,TCGA-A2-A0T7,TCGA-A2-A0T7-01A
1186,1112914.47566,TCGA-A2-A25B,TCGA-A2-A25B-01A
1187,1639384.4505,TCGA-EW-A1OZ,TCGA-EW-A1OZ-01A
1188,4142891.67945,TCGA-A8-A08F,TCGA-A8-A08F-01A
1189,1333638.4109999998,TCGA-AQ-A0Y5,TCGA-AQ-A0Y5-01A
1190,4698668.14685,TCGA-E9-A1NC,TCGA-E9-A1NC-01A
1191,770295.029058,TCGA-A7-A0CD,TCGA-A7-A0CD-01A
1192,130377.02964,TCGA-A7-A0DC,TCGA-A7-A0DC-01A
1193,1305423.72886,TCGA-A2-A0YT,TCGA-A2-A0YT-01A
1194,1517650.30705,TCGA-A8-A07E,TCGA-A8-A07E-01A
1195,4312575.8411300015,TCGA-BH-A0B6,TCGA-BH-A0B6-01A
1196,734986.812541,TCGA-A8-A09E,TCGA-A8-A09E-01A
1197,757042.6711149998,TCGA-C8-A1HO,TCGA-C8-A1HO-01A
1198,2195044.67982,TCGA-GI-A2C8,TCGA-GI-A2C8-01A
1199,266449.400124,TCGA-AO-A0JI,TCGA-AO-A0JI-01A
1200,2667295.43326,TCGA-A8-A09I,TCGA-A8-A09I-01A
1201,891663.612855,TCGA-EW-A2FW,TCGA-EW-A2FW-01A
1202,1411382.36412,TCGA-A7-A0DC,TCGA-A7-A0DC-11A
1203,2438393.48731,TCGA-A8-A06U,TCGA-A8-A06U-01A
1204,242173.203152,TCGA-GI-A2C8,TCGA-GI-A2C8-11A
1205,6179651.29111,TCGA-5L-AAT1,TCGA-5L-AAT1-01A
1206,750057.072022,TCGA-AO-A0J5,TCGA-AO-A0J5-01A
1207,242263.09832600004,TCGA-BH-A0HL,TCGA-BH-A0HL-01A
1208,2731811.60971,TCGA-AR-A2LL,TCGA-AR-A2LL-01A
1209,892039.7231219999,TCGA-C8-A1HI,TCGA-C8-A1HI-01A
1210,294759.595478,TCGA-A7-A0DC,TCGA-A7-A0DC-01B
1211,463306.984387,TCGA-BH-A0HN,TCGA-BH-A0HN-01A
1212,1547044.32229,TCGA-AR-A2LR,TCGA-AR-A2LR-01A
1213,1200715.00543,TCGA-A8-A06T,TCGA-A8-A06T-01A
1214,1051730.4516200002,TCGA-A8-A091,TCGA-A8-A091-01A
1215,1269193.78932,TCGA-A8-A09K,TCGA-A8-A09K-01A
1216,978129.576531,TCGA-D8-A146,TCGA-D8-A146-01A
1217,653365.07662,TCGA-A8-A08S,TCGA-A8-A08S-01A
1218,451160.250479,TCGA-A8-A093,TCGA-A8-A093-01A
1219,465191.859416,TCGA-BH-A1F5,TCGA-BH-A1F5-01A
1220,289736.589192,TCGA-A8-A084,TCGA-A8-A084-01A
